index	plane	u	v	itype	x0	y0	irot	nvertices	vx_0	vy_0	vx_1	vy_1	vx_2	vy_2	vx_3	vy_3	vx_4	vy_4	vx_5	vy_5	vx_6	vy_6	icassette	trigRate	trigLinks	dataRate_ld	dataLinks_ld	dataRate_hd	dataLinks_hd	MB	wagon	isEngine	nROCs	power	mrot	phi	HDorLD	hash	hash_hdld	isSiPM	engine_trig_fibres	engine_data_fibres	engine_ctrl_fibres	dataPp0	trigPp0	dataPp0_type	trigPp0_type	dataPp1	trigPp1	dataPp1_type	trigPp1_type	dataPp2	DAQ
329	4	5	6	FM	335.278	875.818	1	6	419.143	827.376	419.04	924.199	335.296	972.549	251.393	924.226	251.496	827.403	335.24	779.053	419.143	827.376	2	0	0	0.983	1	0.965	1	108	1	FALSE	3	3.6	0	69.052	0	405060	405060	0	0	1	1	PP0(CE-)L4/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_26	None	Ap	None	PPFO(CE-)X5_16	DAQ_2_3
341	4	6	7	FO	419.098	1020.999	1	6	502.993	972.609	502.89	1069.432	419.146	1117.782	335.243	1069.459	335.296	972.549	419.04	924.199	502.993	972.609	2	0	0	0.772	1	0.746	1	108	1	FALSE	3	3.6	0	67.683	0	406070	406070	0	0	1	1	PP0(CE-)L4/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_26	None	Ap	None	PPFO(CE-)X5_16	DAQ_2_3
353	4	7	8	FO	502.918	1166.179	1	6	586.793	1117.754	586.69	1214.577	502.946	1262.927	419.043	1214.604	419.146	1117.782	502.89	1069.432	586.793	1117.754	2	0	0	0.615	1	0.602	1	108	0	TRUE	3	3.6	0	66.672	0	407080	407080	0	0	1	1	PP0(CE-)L4/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_26	None	Ap	None	PPFO(CE-)X5_16	DAQ_2_3
364	4	8	9	aOeT	586.738	1311.36	1	4	670.593	1262.9	502.843	1359.75	502.946	1262.927	586.69	1214.577	670.593	1262.9	0	0	0	0	2	0	0	0.231	1	0.231	1	108	0	FALSE	3	3.6	0	65.895	0	408090	408090	0	0	1	1	PP0(CE-)L4/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_26	None	Ap	None	PPFO(CE-)X5_16	DAQ_2_3
328	4	5	5	FM	419.098	730.638	1	6	502.903	682.253	502.887	779.026	419.143	827.376	335.24	779.053	335.343	682.23	419.087	633.88	502.903	682.253	2	0	0	1.147	2	1.134	2	109	1	FALSE	3	3.6	0	60.161	0	405050	405050	0	0	1	1	PP0(CE-)L4/C02_FO_1_2	None	A	None	PP1(CE-)11_FO_1_27	None	Ap	None	PPFO(CE-)X5_12	DAQ_1_8
340	4	6	6	FO	502.913	875.81	1	6	586.703	827.399	586.737	924.259	502.993	972.609	419.04	924.199	419.143	827.376	502.887	779.026	586.703	827.399	2	0	0	0.878	1	0.847	1	109	1	FALSE	3	3.6	0	60.134	0	406060	406060	0	0	1	1	PP0(CE-)L4/C02_FO_1_2	None	A	None	PP1(CE-)11_FO_1_27	None	Ap	None	PPFO(CE-)X5_12	DAQ_1_8
352	4	7	7	FO	586.738	1020.999	1	6	670.553	972.632	670.537	1069.404	586.793	1117.754	502.89	1069.432	502.993	972.609	586.737	924.259	670.553	972.632	2	0	0	0.694	1	0.675	1	109	0	TRUE	3	3.6	0	60.115	0	407070	407070	0	0	1	1	PP0(CE-)L4/C02_FO_1_2	None	A	None	PP1(CE-)11_FO_1_27	None	Ap	None	PPFO(CE-)X5_12	DAQ_1_8
363	4	8	8	FOe	670.558	1166.18	1	6	754.353	1117.777	754.337	1214.55	670.593	1262.9	586.69	1214.577	586.793	1117.754	670.537	1069.404	754.353	1117.777	2	0	0	0.535	1	0.529	1	109	0	FALSE	3	3.6	0	60.101	0	408080	408080	0	0	1	1	PP0(CE-)L4/C02_FO_1_2	None	A	None	PP1(CE-)11_FO_1_27	None	Ap	None	PPFO(CE-)X5_12	DAQ_1_8
320	4	4	8	FO	-0.006	1166.17	1	6	83.802	1117.749	83.836	1214.609	0.005	1263.009	-83.861	1214.549	-83.845	1117.776	-0.014	1069.376	83.802	1117.749	2	0	0	0.711	1	0.69	1	110	1	FALSE	3	3.6	0	90	0	404080	404080	0	0	1	1	PP0(CE-)L4/C02_FO_1_2	None	A	None	PP1(CE-)11_FO_1_27	None	Ap	None	PPFO(CE-)X5_12	DAQ_1_8
321	4	4	9	FO	-83.82	1311.359	5	6	0.005	1263.009	-0.011	1359.782	-83.842	1408.182	-167.571	1359.759	-167.692	1262.949	-83.861	1214.549	0.005	1263.009	2	0	0	0.656	1	0.656	1	110	1	FALSE	3	3.6	0	93.657	0	404090	404090	0	0	1	1	PP0(CE-)L4/C02_FO_1_2	None	A	None	PP1(CE-)11_FO_1_27	None	Ap	None	PPFO(CE-)X5_12	DAQ_1_8
322	4	4	10	dOeL	-167.64	1456.539	1	5	-83.842	1408.182	-83.813	1456.431	-251.547	1456.508	-251.489	1408.209	-167.571	1359.759	-83.842	1408.182	0	0	2	0	0	0	0	0	0	110	1	FALSE	2	2.4	0	96.566	0	404100	404100	0	0	1	1	PP0(CE-)L4/C02_FO_1_2	None	A	None	PP1(CE-)11_FO_1_27	None	Ap	None	PPFO(CE-)X5_12	DAQ_1_8
332	4	5	9	FO	83.819	1311.359	1	6	167.652	1262.982	167.636	1359.754	83.805	1408.154	-0.011	1359.782	0.005	1263.009	83.836	1214.609	167.652	1262.982	2	0	0	0.654	1	0.654	1	110	0	TRUE	3	3.6	0	86.343	0	405090	405090	0	0	1	1	PP0(CE-)L4/C02_FO_1_2	None	A	None	PP1(CE-)11_FO_1_27	None	Ap	None	PPFO(CE-)X5_12	DAQ_1_8
333	4	5	10	dOeL	0	1456.539	1	5	83.805	1408.154	83.884	1456.491	-83.813	1456.431	-83.842	1408.182	-0.011	1359.782	83.805	1408.154	0	0	2	0	0	0	0	0	0	110	0	FALSE	2	2.4	0	90	0	405100	405100	0	0	1	1	PP0(CE-)L4/C02_FO_1_2	None	A	None	PP1(CE-)11_FO_1_27	None	Ap	None	PPFO(CE-)X5_12	DAQ_1_8
344	4	6	10	dOeR	167.639	1456.54	1	5	251.452	1408.127	251.444	1456.514	83.884	1456.491	83.805	1408.154	167.636	1359.754	251.452	1408.127	0	0	2	0	0	0	0	0	0	110	0	FALSE	2	2.4	0	83.434	0	406100	406100	0	0	1	1	PP0(CE-)L4/C02_FO_1_2	None	A	None	PP1(CE-)11_FO_1_27	None	Ap	None	PPFO(CE-)X5_12	DAQ_1_8
319	4	4	7	FO	83.827	1020.993	1	6	167.562	972.626	167.633	1069.349	83.802	1117.749	-0.014	1069.376	0.002	972.603	83.833	924.203	167.562	972.626	2	0	0	0.861	1	0.831	1	111	1	FALSE	3	3.6	0	85.306	0	404070	404070	0	0	1	1	PP0(CE-)L4/C02_FO_1_3	None	C	None	PP1(CE-)11_FO_1_28	None	Ap	None	PPFO(CE-)X5_14	DAQ_2_1
331	4	5	8	FO	167.647	1166.174	1	6	251.412	1117.859	251.483	1214.582	167.652	1262.982	83.836	1214.609	83.802	1117.749	167.633	1069.349	251.412	1117.859	2	0	0	0.7	1	0.68	1	111	0	TRUE	3	3.6	0	81.819	0	405080	405080	0	0	1	1	PP0(CE-)L4/C02_FO_1_3	None	C	None	PP1(CE-)11_FO_1_28	None	Ap	None	PPFO(CE-)X5_14	DAQ_2_1
343	4	6	9	FOe	251.467	1311.354	1	6	335.212	1263.004	335.283	1359.727	251.452	1408.127	167.636	1359.754	167.652	1262.982	251.483	1214.582	335.212	1263.004	2	0	0	0.544	1	0.538	1	111	0	FALSE	3	3.6	0	79.145	0	406090	406090	0	0	1	1	PP0(CE-)L4/C02_FO_1_3	None	C	None	PP1(CE-)11_FO_1_28	None	Ap	None	PPFO(CE-)X5_14	DAQ_2_1
384	5	2	0	gIe	339.38	2.37	3	6	339.4	99.2	320.4	88.2	320.4	-83.5	339.4	-94.4	423.2	-46	423.2	50.8	339.4	99.2	1	9.172	10	4.227	5	4.227	5	0	0	FALSE	6	7.2	0	0.4	1	502000	502001	0	4	2	2	PP0(CE-)L5/C01_FO_1_2	PP0(CE-)L5/C01_FO_2_3	A	A	PP1(CE-)5_FO_1_30	PP1(CE-)3_FO_2_16	Ap	Ap	PPFO(CE-)X5_6	DAQ_1_4
394	5	3	0	FI	507.02	2.37	3	6	507	-94.4	590.8	-46	590.8	50.7	507	99.2	423.2	50.7	423.2	-46	507	-94.4	1	8.056	9	2.948	3	3.46	4	0	0	FALSE	6	7.2	0	0.268	1	503000	503001	0	4	2	2	PP0(CE-)L5/C01_FO_1_2	PP0(CE-)L5/C01_FO_2_3	A	A	PP1(CE-)5_FO_1_30	PP1(CE-)3_FO_2_16	Ap	Ap	PPFO(CE-)X5_6	DAQ_1_4
405	5	4	0	FI	674.66	2.37	3	6	674.7	-94.4	758.5	-46	758.5	50.7	674.7	99.2	590.8	50.7	590.8	-46	674.7	-94.4	1	5.331	6	1.962	2	2.049	3	0	0	TRUE	6	7.2	0	0.201	1	504000	504001	0	4	2	2	PP0(CE-)L5/C01_FO_1_2	PP0(CE-)L5/C01_FO_2_3	A	A	PP1(CE-)5_FO_1_30	PP1(CE-)3_FO_2_16	Ap	Ap	PPFO(CE-)X5_6	DAQ_1_4
385	5	2	1	dIeL	255.56	147.55	3	5	255.6	244.3	236.6	233.4	320.4	88.2	339.4	99.2	339.4	195.9	255.6	244.3	0	0	1	6.13	7	2.331	3	2.331	3	1	0	FALSE	3	3.6	0	30	1	502010	502011	0	5	2	2	PP0(CE-)L5/C01_FO_1_3	PP0(CE-)L5/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_31	PP1(CE-)3_FO_2_15	Ap	Ap	PPFO(CE-)X5_4	DAQ_1_3
395	5	3	1	FI	423.2	147.55	3	6	423.2	50.7	507	99.2	507	195.9	423.2	244.4	339.4	195.9	339.4	99.2	423.2	50.7	1	9.748	10	3.437	4	4.327	5	1	0	FALSE	6	7.2	0	19.221	1	503010	503011	0	5	2	2	PP0(CE-)L5/C01_FO_1_3	PP0(CE-)L5/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_31	PP1(CE-)3_FO_2_15	Ap	Ap	PPFO(CE-)X5_4	DAQ_1_3
406	5	4	1	FI	590.84	147.55	3	6	590.8	50.7	674.7	99.2	674.7	195.9	590.8	244.4	507	195.9	507	99.2	590.8	50.7	1	6.201	7	2.268	3	2.453	3	1	0	FALSE	6	7.2	0	14.022	1	504010	504011	0	5	2	2	PP0(CE-)L5/C01_FO_1_3	PP0(CE-)L5/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_31	PP1(CE-)3_FO_2_15	Ap	Ap	PPFO(CE-)X5_4	DAQ_1_3
417	5	5	1	FI	758.48	147.55	3	6	758.5	50.7	842.3	99.2	842.3	195.9	758.5	244.4	674.7	195.9	674.7	99.2	758.5	50.7	1	4.442	5	1.641	2	1.67	2	1	0	TRUE	6	7.2	0	11.008	1	505010	505011	0	5	2	2	PP0(CE-)L5/C01_FO_1_3	PP0(CE-)L5/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_31	PP1(CE-)3_FO_2_15	Ap	Ap	PPFO(CE-)X5_4	DAQ_1_3
396	5	3	2	FI	339.38	292.73	4	6	339.4	195.9	423.2	244.4	423.2	341.2	339.4	389.5	255.6	341.2	255.6	244.4	339.4	195.9	1	9.723	10	3.436	4	4.329	5	2	0	FALSE	6	7.2	0	40.779	1	503020	503021	0	4	2	2	PP0(CE-)L5/C01_FO_1_3	PP0(CE-)L5/C01_FO_2_3	A	A	PP1(CE-)5_FO_1_31	PP1(CE-)3_FO_2_16	Ap	Ap	PPFO(CE-)X5_4	DAQ_1_3
408	5	4	3	FI	423.2	437.9	4	6	423.2	341.2	507	389.5	507	486.3	423.2	534.7	339.4	486.3	339.4	389.5	423.2	341.2	1	6.205	7	2.272	3	2.457	3	2	0	FALSE	6	7.2	0	45.978	1	504030	504031	0	4	2	2	PP0(CE-)L5/C01_FO_1_3	PP0(CE-)L5/C01_FO_2_3	A	A	PP1(CE-)5_FO_1_31	PP1(CE-)3_FO_2_16	Ap	Ap	PPFO(CE-)X5_4	DAQ_1_3
420	5	5	4	FI	507.02	583.09	4	6	507	486.3	590.8	534.7	590.8	631.5	507	679.9	423.2	631.5	423.2	534.7	507	486.3	1	4.381	5	1.642	2	1.671	2	2	0	TRUE	6	7.2	0	48.992	1	505040	505041	0	4	2	2	PP0(CE-)L5/C01_FO_1_3	PP0(CE-)L5/C01_FO_2_3	A	A	PP1(CE-)5_FO_1_31	PP1(CE-)3_FO_2_16	Ap	Ap	PPFO(CE-)X5_4	DAQ_1_3
407	5	4	2	FI	507.02	292.73	3	6	507	195.9	590.8	244.4	590.8	341.2	507	389.5	423.2	341.2	423.2	244.4	507	195.9	1	6.579	7	2.407	3	2.649	3	3	0	FALSE	6	7.2	0	30	1	504020	504021	0	3	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_15	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
418	5	5	2	FI	674.66	292.73	3	6	674.7	195.9	758.5	244.4	758.5	341.2	674.7	389.5	590.8	341.2	590.8	244.4	674.7	195.9	1	4.745	5	1.755	2	1.803	2	3	0	TRUE	6	7.2	0	23.456	1	505020	505021	0	3	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_15	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
419	5	5	3	FI	590.84	437.9	3	6	590.8	341.2	674.7	389.5	674.7	486.3	590.8	534.7	507	486.3	507	389.5	590.8	341.2	1	4.714	5	1.749	2	1.794	2	3	0	FALSE	6	7.2	0	36.544	1	505030	505031	0	3	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_15	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
432	5	6	5	FM	590.84	728.27	1	6	590.8	631.5	674.7	679.9	674.7	776.7	590.8	825	507	776.7	507	679.9	590.8	631.5	1	3.385	4	1.024	2	1.014	2	4	1	FALSE	3	3.6	0	50.948	0	506050	506050	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
444	5	7	6	FO	674.66	873.45	4	6	674.7	776.7	758.5	825	758.5	921.9	674.7	970.2	590.8	921.9	590.8	825	674.7	776.7	1	2.64	3	0.793	1	0.767	1	4	1	FALSE	3	3.6	0	52.317	0	507060	507060	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
456	5	8	7	FO	758.48	1018.63	4	6	758.5	921.9	842.3	970.2	842.3	1067	758.5	1115.4	674.7	1067	674.7	970.2	758.5	921.9	1	2.231	3	0.628	1	0.613	1	4	0	TRUE	3	3.6	0	53.328	0	508070	508070	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
466	5	9	8	aOeT	842.3	1163.81	2	4	926.1	1115.4	758.5	1212.2	758.5	1115.4	842.3	1067	926.1	1115.4	0	0	0	0	1	1.451	2	0.395	1	0.395	1	4	0	FALSE	3	3.6	0	54.105	0	509080	509080	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
431	5	6	4	FM	674.66	583.09	4	6	674.7	486.3	758.5	534.7	758.5	631.5	674.7	679.9	590.8	631.5	590.8	534.7	674.7	486.3	1	3.545	4	1.103	2	1.098	2	5	1	FALSE	3	3.6	0	40.836	0	506040	506040	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
443	5	7	5	FO	758.48	728.27	4	6	758.5	631.5	842.3	679.9	842.3	776.7	758.5	825	674.7	776.7	674.7	679.9	758.5	631.5	1	2.899	3	0.847	1	0.82	1	5	1	FALSE	3	3.6	0	43.836	0	507050	507050	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
455	5	8	6	FO	842.3	873.45	4	6	842.3	776.7	926.1	825	926.1	921.9	842.3	970.2	758.5	921.9	758.5	825	842.3	776.7	1	2.288	3	0.684	1	0.664	1	5	0	TRUE	3	3.6	0	46.04	0	508060	508060	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
465	5	9	7	FOe	926.12	1018.63	4	6	926.1	921.9	1009.9	970.2	1009.9	1067	926.1	1115.4	842.3	1067	842.3	970.2	926.1	921.9	1	1.736	2	0.602	1	0.602	1	5	0	FALSE	3	3.6	0	47.723	0	509070	509070	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
429	5	6	2	FM	842.3	292.73	0	6	842.3	195.9	926.1	244.4	926.1	341.2	842.3	389.5	758.5	341.2	758.5	244.4	842.3	195.9	1	3.578	4	1.104	2	1.1	2	6	0	FALSE	3	3.6	0	19.164	0	506020	506020	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
440	5	7	2	FO	1009.93	292.73	0	6	1009.9	195.9	1093.8	244.4	1093.8	341.2	1009.9	389.5	926.1	341.2	926.1	244.4	1009.9	195.9	1	2.954	4	0.851	1	0.823	1	6	0	TRUE	3	3.6	0	16.164	0	507020	507020	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
451	5	8	2	FO	1177.58	292.73	0	6	1177.6	195.9	1261.4	244.4	1261.4	341.2	1177.6	389.5	1093.8	341.2	1093.8	244.4	1177.6	195.9	1	2.365	3	0.685	1	0.664	1	6	1	FALSE	3	3.6	0	13.96	0	508020	508020	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
460	5	9	2	FOe	1345.22	292.73	0	6	1345.2	195.9	1429	244.4	1429	341.2	1345.2	389.5	1261.4	341.2	1261.4	244.4	1345.2	195.9	1	1.745	2	0.605	1	0.605	1	6	1	FALSE	3	3.6	0	12.277	0	509020	509020	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
428	5	6	1	FM	926.12	147.55	0	6	926.1	50.7	1009.9	99.2	1009.9	195.9	926.1	244.4	842.3	195.9	842.3	99.2	926.1	50.7	1	3.366	4	1.019	2	1.01	2	7	0	FALSE	3	3.6	0	9.052	0	506010	506010	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
439	5	7	1	FO	1093.76	147.55	0	6	1093.8	50.7	1177.6	99.2	1177.6	195.9	1093.8	244.4	1009.9	195.9	1009.9	99.2	1093.8	50.7	1	2.671	3	0.79	1	0.763	1	7	0	TRUE	3	3.6	0	7.683	0	507010	507010	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
450	5	8	1	FO	1261.4	147.55	0	6	1261.4	50.7	1345.2	99.2	1345.2	195.9	1261.4	244.4	1177.6	195.9	1177.6	99.2	1261.4	50.7	1	2.17	3	0.628	1	0.613	1	7	1	FALSE	3	3.6	0	6.672	0	508010	508010	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
459	5	9	1	FOe	1429.04	147.55	0	6	1429	50.7	1512.9	99.2	1512.9	195.9	1429	244.4	1345.2	195.9	1345.2	99.2	1429	50.7	1	1.566	2	0.485	1	0.484	1	7	1	FALSE	3	3.6	0	5.895	0	509010	509010	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
416	5	5	0	FM	842.3	2.37	0	6	842.3	-94.4	926.1	-46	926.1	50.7	842.3	99.2	758.5	50.7	758.5	-46	842.3	-94.4	1	3.645	4	1.181	2	1.179	2	8	0	FALSE	3	3.6	0	0.161	0	505000	505000	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
427	5	6	0	FO	1009.93	2.37	0	6	1009.9	-94.4	1093.8	-46	1093.8	50.7	1009.9	99.2	926.1	50.7	926.1	-46	1009.9	-94.4	1	3.151	4	0.906	1	0.879	1	8	0	TRUE	3	3.6	0	0.134	0	506000	506000	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
438	5	7	0	FO	1177.58	2.37	0	6	1177.6	-94.4	1261.4	-46	1261.4	50.7	1177.6	99.2	1093.8	50.7	1093.8	-46	1177.6	-94.4	1	2.296	3	0.707	1	0.684	1	8	1	FALSE	3	3.6	0	0.115	0	507000	507000	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
449	5	8	0	FOe	1345.22	2.37	0	6	1345.2	-94.4	1429	-46	1429	50.7	1345.2	99.2	1261.4	50.7	1261.4	-46	1345.2	-94.4	1	1.864	2	0.628	1	0.628	1	8	1	FALSE	3	3.6	0	0.101	0	508000	508000	0	2	1	1	PP0(CE-)L5/C01_FO_1_1	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_29	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_1
441	5	7	3	FO	926.12	437.9	0	6	926.1	341.2	1009.9	389.5	1009.9	486.3	926.1	534.7	842.3	486.3	842.3	389.5	926.1	341.2	1	3.045	4	0.886	1	0.859	1	9	0	FALSE	3	3.6	0	25.306	0	507030	507030	0	2	1	1	PP0(CE-)L5/C01_FO_1_2	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_30	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_6	DAQ_1_4
452	5	8	3	FO	1093.76	437.9	0	6	1093.8	341.2	1177.6	389.5	1177.6	486.3	1093.8	534.7	1009.9	486.3	1009.9	389.5	1093.8	341.2	1	2.365	3	0.712	1	0.69	1	9	0	TRUE	3	3.6	0	21.819	0	508030	508030	0	2	1	1	PP0(CE-)L5/C01_FO_1_2	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_30	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_6	DAQ_1_4
461	5	9	3	FO	1261.4	437.9	0	6	1261.4	341.2	1345.2	389.5	1345.2	486.3	1261.4	534.7	1177.6	486.3	1177.6	389.5	1261.4	341.2	1	1.966	2	0.557	1	0.549	1	9	1	FALSE	3	3.6	0	19.145	0	509030	509030	0	2	1	1	PP0(CE-)L5/C01_FO_1_2	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_30	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_6	DAQ_1_4
467	5	10	3	aOeB	1429.04	437.9	0	4	1429	341.2	1429	534.7	1345.2	486.3	1345.2	389.5	1429	341.2	0	0	0	0	1	1.093	2	0.231	1	0.231	1	9	1	FALSE	3	3.6	0	17.037	0	510030	510030	0	2	1	1	PP0(CE-)L5/C01_FO_1_2	PP0(CE-)L5/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_30	PP1(CE-)3_FO_2_14	Ap	Ap	PPFO(CE-)X5_6	DAQ_1_4
453	5	8	4	FO	1009.93	583.09	0	6	1009.9	486.3	1093.8	534.7	1093.8	631.5	1009.9	679.9	926.1	631.5	926.1	534.7	1009.9	486.3	1	2.331	3	0.721	1	0.698	1	10	0	TRUE	3	3.6	0	30	0	508040	508040	0	2	1	1	PP0(CE-)L5/C01_FO_1_2	PP0(CE-)L5/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_30	PP1(CE-)3_FO_2_15	Ap	Ap	PPFO(CE-)X5_6	DAQ_1_4
462	5	9	4	FO	1177.58	583.09	0	6	1177.6	486.3	1261.4	534.7	1261.4	631.5	1177.6	679.9	1093.8	631.5	1093.8	534.7	1177.6	486.3	1	2.033	3	0.58	1	0.569	1	10	1	FALSE	3	3.6	0	26.343	0	509040	509040	0	2	1	1	PP0(CE-)L5/C01_FO_1_2	PP0(CE-)L5/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_30	PP1(CE-)3_FO_2_15	Ap	Ap	PPFO(CE-)X5_6	DAQ_1_4
463	5	9	5	FO	1093.76	728.27	4	6	1093.8	631.5	1177.6	679.9	1177.6	776.7	1093.8	825	1009.9	776.7	1009.9	679.9	1093.8	631.5	1	2.053	3	0.584	1	0.573	1	10	0	FALSE	3	3.6	0	33.657	0	509050	509050	0	2	1	1	PP0(CE-)L5/C01_FO_1_2	PP0(CE-)L5/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_30	PP1(CE-)3_FO_2_15	Ap	Ap	PPFO(CE-)X5_6	DAQ_1_4
