index	plane	u	v	itype	x0	y0	irot	nvertices	vx_0	vy_0	vx_1	vy_1	vx_2	vy_2	vx_3	vy_3	vx_4	vy_4	vx_5	vy_5	vx_6	vy_6	icassette	trigRate	trigLinks	dataRate_ld	dataLinks_ld	dataRate_hd	dataLinks_hd	MB	wagon	isEngine	nROCs	power	mrot	phi	HDorLD	hash	hash_hdld	isSiPM	engine_trig_fibres	engine_data_fibres	engine_ctrl_fibres	dataPp0	trigPp0	dataPp0_type	trigPp0_type	dataPp1	trigPp1	dataPp1_type	trigPp1_type	dataPp2	DAQ
8	1	2	0	gIe	339.38	2.37	3	6	339.4	99.2	320.4	88.2	320.4	-83.5	339.4	-94.4	423.2	-46	423.2	50.8	339.4	99.2	1	6.631	7	3.184	4	3.184	4	0	0	FALSE	6	7.2	0	0.4	1	102000	102001	0	3	2	2	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
18	1	3	0	FI	507.02	2.37	3	6	507	-94.4	590.8	-46	590.8	50.7	507	99.2	423.2	50.7	423.2	-46	507	-94.4	1	5.997	7	2.442	3	2.764	3	0	0	FALSE	6	7.2	0	0.268	1	103000	103001	0	3	2	2	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
29	1	4	0	FI	674.66	2.37	3	6	674.7	-94.4	758.5	-46	758.5	50.7	674.7	99.2	590.8	50.7	590.8	-46	674.7	-94.4	1	4.185	5	1.738	2	1.808	2	0	0	TRUE	6	7.2	0	0.201	1	104000	104001	0	3	2	2	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
9	1	2	1	dIeL	255.56	147.55	3	5	255.6	244.3	236.6	233.4	320.4	88.2	339.4	99.2	339.4	195.9	255.6	244.3	0	0	1	4.57	5	1.757	2	1.757	2	1	0	FALSE	3	3.6	0	30	1	102010	102011	0	4	2	2	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_3	A	B	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_3	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
19	1	3	1	FI	423.2	147.55	3	6	423.2	50.7	507	99.2	507	195.9	423.2	244.4	339.4	195.9	339.4	99.2	423.2	50.7	1	7.039	8	2.84	3	3.391	4	1	0	FALSE	6	7.2	0	19.221	1	103010	103011	0	4	2	2	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_3	A	B	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_3	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
30	1	4	1	FI	590.84	147.55	3	6	590.8	50.7	674.7	99.2	674.7	195.9	590.8	244.4	507	195.9	507	99.2	590.8	50.7	1	4.835	5	1.971	3	2.086	3	1	0	FALSE	6	7.2	0	14.022	1	104010	104011	0	4	2	2	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_3	A	B	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_3	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
41	1	5	1	FI	758.48	147.55	3	6	758.5	50.7	842.3	99.2	842.3	195.9	758.5	244.4	674.7	195.9	674.7	99.2	758.5	50.7	1	3.425	4	1.484	2	1.512	2	1	0	TRUE	6	7.2	0	11.008	1	105010	105011	0	4	2	2	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_3	A	B	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_3	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
20	1	3	2	FI	339.38	292.73	4	6	339.4	195.9	423.2	244.4	423.2	341.2	339.4	389.5	255.6	341.2	255.6	244.4	339.4	195.9	1	7.044	8	2.841	3	3.392	4	2	0	FALSE	6	7.2	0	40.779	1	103020	103021	0	3	2	2	PP0(CE-)L1/C01_FO_1_3	PP0(CE-)L1/C01_FO_2_2	C	A	PP1(CE-)5_FO_1_3	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_8	DAQ_1_6
32	1	4	3	FI	423.2	437.9	4	6	423.2	341.2	507	389.5	507	486.3	423.2	534.7	339.4	486.3	339.4	389.5	423.2	341.2	1	4.799	5	1.971	3	2.087	3	2	0	FALSE	6	7.2	0	45.978	1	104030	104031	0	3	2	2	PP0(CE-)L1/C01_FO_1_3	PP0(CE-)L1/C01_FO_2_2	C	A	PP1(CE-)5_FO_1_3	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_8	DAQ_1_6
44	1	5	4	FI	507.02	583.09	4	6	507	486.3	590.8	534.7	590.8	631.5	507	679.9	423.2	631.5	423.2	534.7	507	486.3	1	3.419	4	1.479	2	1.507	2	2	0	TRUE	6	7.2	0	48.992	1	105040	105041	0	3	2	2	PP0(CE-)L1/C01_FO_1_3	PP0(CE-)L1/C01_FO_2_2	C	A	PP1(CE-)5_FO_1_3	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_8	DAQ_1_6
31	1	4	2	FI	507.02	292.73	3	6	507	195.9	590.8	244.4	590.8	341.2	507	389.5	423.2	341.2	423.2	244.4	507	195.9	1	5.07	6	2.068	3	2.21	3	3	0	FALSE	6	7.2	0	30	1	104020	104021	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
42	1	5	2	FI	674.66	292.73	3	6	674.7	195.9	758.5	244.4	758.5	341.2	674.7	389.5	590.8	341.2	590.8	244.4	674.7	195.9	1	3.693	4	1.568	2	1.607	2	3	0	TRUE	6	7.2	0	23.456	1	105020	105021	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
43	1	5	3	FI	590.84	437.9	3	6	590.8	341.2	674.7	389.5	674.7	486.3	590.8	534.7	507	486.3	507	389.5	590.8	341.2	1	3.661	4	1.568	2	1.605	2	3	0	FALSE	6	7.2	0	36.544	1	105030	105031	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
56	1	6	5	FO	590.84	728.27	1	6	590.8	631.5	674.7	679.9	674.7	776.7	590.8	825	507	776.7	507	679.9	590.8	631.5	1	2.902	3	0.957	1	0.911	1	4	1	FALSE	3	3.6	0	50.948	0	106050	106050	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
68	1	7	6	FO	674.66	873.45	4	6	674.7	776.7	758.5	825	758.5	921.9	674.7	970.2	590.8	921.9	590.8	825	674.7	776.7	1	2.327	3	0.757	1	0.72	1	4	1	FALSE	3	3.6	0	52.317	0	107060	107060	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
80	1	8	7	FO	758.48	1018.63	4	6	758.5	921.9	842.3	970.2	842.3	1067	758.5	1115.4	674.7	1067	674.7	970.2	758.5	921.9	1	1.766	2	0.59	1	0.569	1	4	0	TRUE	3	3.6	0	53.328	0	108070	108070	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
90	1	9	8	aOeT	842.3	1163.81	2	4	926.1	1115.4	758.5	1212.2	758.5	1115.4	842.3	1067	926.1	1115.4	0	0	0	0	1	1.292	2	0.376	1	0.376	1	4	0	FALSE	3	3.6	0	54.105	0	109080	109080	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
55	1	6	4	FM	674.66	583.09	4	6	674.7	486.3	758.5	534.7	758.5	631.5	674.7	679.9	590.8	631.5	590.8	534.7	674.7	486.3	1	2.903	3	1.008	2	0.983	1	5	1	FALSE	3	3.6	0	40.836	0	106040	106040	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
67	1	7	5	FO	758.48	728.27	4	6	758.5	631.5	842.3	679.9	842.3	776.7	758.5	825	674.7	776.7	674.7	679.9	758.5	631.5	1	2.412	3	0.802	1	0.763	1	5	1	FALSE	3	3.6	0	43.836	0	107050	107050	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
79	1	8	6	FO	842.3	873.45	4	6	842.3	776.7	926.1	825	926.1	921.9	842.3	970.2	758.5	921.9	758.5	825	842.3	776.7	1	2.144	3	0.647	1	0.62	1	5	0	TRUE	3	3.6	0	46.04	0	108060	108060	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
89	1	9	7	FOe	926.12	1018.63	4	6	926.1	921.9	1009.9	970.2	1009.9	1067	926.1	1115.4	842.3	1067	842.3	970.2	926.1	921.9	1	1.545	2	0.589	1	0.589	1	5	0	FALSE	3	3.6	0	47.723	0	109070	109070	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
54	1	6	3	FM	758.48	437.9	4	6	758.5	341.2	842.3	389.5	842.3	486.3	758.5	534.7	674.7	486.3	674.7	389.5	758.5	341.2	1	2.99	4	1.045	2	1.02	2	6	1	FALSE	3	3.6	0	30	0	106030	106030	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
66	1	7	4	FO	842.3	583.09	4	6	842.3	486.3	926.1	534.7	926.1	631.5	842.3	679.9	758.5	631.5	758.5	534.7	842.3	486.3	1	2.513	3	0.834	1	0.793	1	6	1	FALSE	3	3.6	0	34.693	0	107040	107040	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
78	1	8	5	FO	926.12	728.27	4	6	926.1	631.5	1009.9	679.9	1009.9	776.7	926.1	825	842.3	776.7	842.3	679.9	926.1	631.5	1	2.169	3	0.68	1	0.649	1	6	0	TRUE	3	3.6	0	38.18	0	108050	108050	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
88	1	9	6	FO	1009.93	873.45	4	6	1009.9	776.7	1093.8	825	1093.8	921.9	1009.9	970.2	926.1	921.9	926.1	825	1009.9	776.7	1	1.643	2	0.547	1	0.536	1	6	0	FALSE	3	3.6	0	40.855	0	109060	109060	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
95	1	10	7	aOeT	1093.76	1018.63	1	4	1177.6	970.2	1009.9	1067	1009.9	970.2	1093.8	921.9	1177.6	970.2	0	0	0	0	1	0.984	2	0.227	1	0.227	1	6	0	FALSE	3	3.6	0	42.963	0	110070	110070	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
53	1	6	2	FM	842.3	292.73	0	6	842.3	195.9	926.1	244.4	926.1	341.2	842.3	389.5	758.5	341.2	758.5	244.4	842.3	195.9	1	2.924	3	1.011	2	0.985	2	7	0	FALSE	3	3.6	0	19.164	0	106020	106020	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
64	1	7	2	FO	1009.93	292.73	0	6	1009.9	195.9	1093.8	244.4	1093.8	341.2	1009.9	389.5	926.1	341.2	926.1	244.4	1009.9	195.9	1	2.439	3	0.802	1	0.763	1	7	0	TRUE	3	3.6	0	16.164	0	107020	107020	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
75	1	8	2	FO	1177.58	292.73	0	6	1177.6	195.9	1261.4	244.4	1261.4	341.2	1177.6	389.5	1093.8	341.2	1093.8	244.4	1177.6	195.9	1	2.141	3	0.647	1	0.619	1	7	1	FALSE	3	3.6	0	13.96	0	108020	108020	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
84	1	9	2	FOe	1345.22	292.73	0	6	1345.2	195.9	1429	244.4	1429	341.2	1345.2	389.5	1261.4	341.2	1261.4	244.4	1345.2	195.9	1	1.54	2	0.59	1	0.59	1	7	1	FALSE	3	3.6	0	12.277	0	109020	109020	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
52	1	6	1	FO	926.12	147.55	0	6	926.1	50.7	1009.9	99.2	1009.9	195.9	926.1	244.4	842.3	195.9	842.3	99.2	926.1	50.7	1	2.91	3	0.957	1	0.911	1	8	0	FALSE	3	3.6	0	9.052	0	106010	106010	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
63	1	7	1	FO	1093.76	147.55	0	6	1093.8	50.7	1177.6	99.2	1177.6	195.9	1093.8	244.4	1009.9	195.9	1009.9	99.2	1093.8	50.7	1	2.334	3	0.756	1	0.72	1	8	0	TRUE	3	3.6	0	7.683	0	107010	107010	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
74	1	8	1	FO	1261.4	147.55	0	6	1261.4	50.7	1345.2	99.2	1345.2	195.9	1261.4	244.4	1177.6	195.9	1177.6	99.2	1261.4	50.7	1	1.767	2	0.593	1	0.573	1	8	1	FALSE	3	3.6	0	6.672	0	108010	108010	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
83	1	9	1	FOe	1429.04	147.55	0	6	1429	50.7	1512.9	99.2	1512.9	195.9	1429	244.4	1345.2	195.9	1345.2	99.2	1429	50.7	1	1.435	2	0.463	1	0.465	1	8	1	FALSE	3	3.6	0	5.895	0	109010	109010	0	2	1	1	PP0(CE-)L1/C01_FO_1_1	PP0(CE-)L1/C01_FO_2_1	A	A	PP1(CE-)5_FO_1_1	PP1(CE-)3_FO_2_1	Ap	Ap	PPFO(CE-)X5_2	DAQ_1_2
40	1	5	0	FM	842.3	2.37	0	6	842.3	-94.4	926.1	-46	926.1	50.7	842.3	99.2	758.5	50.7	758.5	-46	842.3	-94.4	1	3.172	4	1.109	2	1.086	2	9	0	FALSE	3	3.6	0	0.161	0	105000	105000	0	2	1	1	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
51	1	6	0	FO	1009.93	2.37	0	6	1009.9	-94.4	1093.8	-46	1093.8	50.7	1009.9	99.2	926.1	50.7	926.1	-46	1009.9	-94.4	1	2.62	3	0.85	1	0.809	1	9	0	TRUE	3	3.6	0	0.134	0	106000	106000	0	2	1	1	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
62	1	7	0	FO	1177.58	2.37	0	6	1177.6	-94.4	1261.4	-46	1261.4	50.7	1177.6	99.2	1093.8	50.7	1093.8	-46	1177.6	-94.4	1	2.225	3	0.675	1	0.644	1	9	1	FALSE	3	3.6	0	0.115	0	107000	107000	0	2	1	1	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
73	1	8	0	FOe	1345.22	2.37	0	6	1345.2	-94.4	1429	-46	1429	50.7	1345.2	99.2	1261.4	50.7	1261.4	-46	1345.2	-94.4	1	1.605	2	0.616	1	0.616	1	9	1	FALSE	3	3.6	0	0.101	0	108000	108000	0	2	1	1	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
65	1	7	3	FO	926.12	437.9	0	6	926.1	341.2	1009.9	389.5	1009.9	486.3	926.1	534.7	842.3	486.3	842.3	389.5	926.1	341.2	1	2.549	3	0.834	1	0.793	1	10	0	FALSE	3	3.6	0	25.306	0	107030	107030	0	2	1	1	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
76	1	8	3	FO	1093.76	437.9	0	6	1093.8	341.2	1177.6	389.5	1177.6	486.3	1093.8	534.7	1009.9	486.3	1009.9	389.5	1093.8	341.2	1	2.19	3	0.677	1	0.646	1	10	0	TRUE	3	3.6	0	21.819	0	108030	108030	0	2	1	1	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
85	1	9	3	FO	1261.4	437.9	0	6	1261.4	341.2	1345.2	389.5	1345.2	486.3	1261.4	534.7	1177.6	486.3	1177.6	389.5	1261.4	341.2	1	1.646	2	0.546	1	0.536	1	10	1	FALSE	3	3.6	0	19.145	0	109030	109030	0	2	1	1	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
91	1	10	3	aOeB	1429.04	437.9	0	4	1429	341.2	1429	534.7	1345.2	486.3	1345.2	389.5	1429	341.2	0	0	0	0	1	0.997	2	0.232	1	0.232	1	10	1	FALSE	3	3.6	0	17.037	0	110030	110030	0	2	1	1	PP0(CE-)L1/C01_FO_1_2	PP0(CE-)L1/C01_FO_2_2	A	A	PP1(CE-)5_FO_1_2	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_10	DAQ_1_7
77	1	8	4	FO	1009.93	583.09	0	6	1009.9	486.3	1093.8	534.7	1093.8	631.5	1009.9	679.9	926.1	631.5	926.1	534.7	1009.9	486.3	1	2.187	3	0.69	1	0.658	1	11	0	TRUE	3	3.6	0	30	0	108040	108040	0	2	1	1	PP0(CE-)L1/C01_FO_1_3	PP0(CE-)L1/C01_FO_2_2	C	A	PP1(CE-)5_FO_1_3	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_8	DAQ_1_6
86	1	9	4	FO	1177.58	583.09	0	6	1177.6	486.3	1261.4	534.7	1261.4	631.5	1177.6	679.9	1093.8	631.5	1093.8	534.7	1177.6	486.3	1	1.691	2	0.563	1	0.549	1	11	1	FALSE	3	3.6	0	26.343	0	109040	109040	0	2	1	1	PP0(CE-)L1/C01_FO_1_3	PP0(CE-)L1/C01_FO_2_2	C	A	PP1(CE-)5_FO_1_3	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_8	DAQ_1_6
87	1	9	5	FO	1093.76	728.27	4	6	1093.8	631.5	1177.6	679.9	1177.6	776.7	1093.8	825	1009.9	776.7	1009.9	679.9	1093.8	631.5	1	1.698	2	0.563	1	0.549	1	11	0	FALSE	3	3.6	0	33.657	0	109050	109050	0	2	1	1	PP0(CE-)L1/C01_FO_1_3	PP0(CE-)L1/C01_FO_2_2	C	A	PP1(CE-)5_FO_1_3	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_8	DAQ_1_6
92	1	10	4	bOeRL	1345.22	583.09	1	5	1429	534.7	1345.2	679.9	1261.4	631.5	1261.4	534.7	1345.2	486.3	1429	534.7	0	0	1	1.221	2	0.381	1	0.381	1	11	1	FALSE	3	3.6	0	23.434	0	110040	110040	0	2	1	1	PP0(CE-)L1/C01_FO_1_3	PP0(CE-)L1/C01_FO_2_2	C	A	PP1(CE-)5_FO_1_3	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_8	DAQ_1_6
93	1	10	5	dOeR	1261.4	728.27	0	5	1261.4	631.5	1303.3	655.6	1219.4	800.8	1177.6	776.7	1177.6	679.9	1261.4	631.5	0	0	1	1.026	2	0.226	1	0.226	1	11	1	FALSE	2	2.4	0	30	0	110050	110050	0	2	1	1	PP0(CE-)L1/C01_FO_1_3	PP0(CE-)L1/C01_FO_2_2	C	A	PP1(CE-)5_FO_1_3	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_8	DAQ_1_6
94	1	10	6	bOeLR	1177.58	873.45	1	5	1261.4	825	1177.6	970.2	1093.8	921.9	1093.8	825	1177.6	776.7	1261.4	825	0	0	1	1.214	2	0.382	1	0.382	1	11	0	FALSE	3	3.6	0	36.566	0	110060	110060	0	2	1	1	PP0(CE-)L1/C01_FO_1_3	PP0(CE-)L1/C01_FO_2_2	C	A	PP1(CE-)5_FO_1_3	PP1(CE-)3_FO_2_2	Ap	Ap	PPFO(CE-)X5_8	DAQ_1_6
10	1	2	2	gIe	167.638	295.097	4	6	83.79	343.529	83.817	321.575	232.513	235.725	251.453	246.729	251.437	343.502	167.606	391.902	83.79	343.529	2	6.631	7	3.184	4	3.184	4	100	0	FALSE	6	7.2	0	60.4	1	102020	102021	0	3	2	2	PP0(CE-)L1/C02_FO_1_2	PP0(CE-)L1/C02_FO_2_2	A	A	PP1(CE-)11_FO_1_2	PP1(CE-)9_FO_2_2	Ap	Ap	PPFO(CE-)X5_21	DAQ_2_6
21	1	3	3	FI	251.458	440.277	4	6	335.253	391.875	335.237	488.648	251.493	536.998	167.59	488.675	167.693	391.852	251.437	343.502	335.253	391.875	2	5.997	7	2.442	3	2.764	3	100	0	FALSE	6	7.2	0	60.268	1	103030	103031	0	3	2	2	PP0(CE-)L1/C02_FO_1_2	PP0(CE-)L1/C02_FO_2_2	A	A	PP1(CE-)11_FO_1_2	PP1(CE-)9_FO_2_2	Ap	Ap	PPFO(CE-)X5_21	DAQ_2_6
33	1	4	4	FI	335.278	585.458	4	6	419.103	537.107	419.087	633.88	335.343	682.23	251.44	633.907	251.493	536.998	335.237	488.648	419.103	537.107	2	4.185	5	1.738	2	1.808	2	100	0	TRUE	6	7.2	0	60.201	1	104040	104041	0	3	2	2	PP0(CE-)L1/C02_FO_1_2	PP0(CE-)L1/C02_FO_2_2	A	A	PP1(CE-)11_FO_1_2	PP1(CE-)9_FO_2_2	Ap	Ap	PPFO(CE-)X5_21	DAQ_2_6
0	1	1	2	dIeL	-0.002	295.096	4	5	-83.77	343.506	-83.83	321.602	83.817	321.575	83.79	343.529	0.046	391.879	-83.77	343.506	0	0	2	4.57	5	1.757	2	1.757	2	101	0	FALSE	3	3.6	0	90	1	101020	101021	0	4	2	2	PP0(CE-)L1/C02_FO_1_2	PP0(CE-)L1/C02_FO_2_3	A	B	PP1(CE-)11_FO_1_2	PP1(CE-)9_FO_2_3	Ap	Ap	PPFO(CE-)X5_21	DAQ_2_6
11	1	2	3	FI	83.818	440.277	4	6	167.693	391.852	167.59	488.675	83.846	537.025	-0.057	488.702	0.046	391.879	83.79	343.529	167.693	391.852	2	7.039	8	2.84	3	3.391	4	101	0	FALSE	6	7.2	0	79.221	1	102030	102031	0	4	2	2	PP0(CE-)L1/C02_FO_1_2	PP0(CE-)L1/C02_FO_2_3	A	B	PP1(CE-)11_FO_1_2	PP1(CE-)9_FO_2_3	Ap	Ap	PPFO(CE-)X5_21	DAQ_2_6
22	1	3	4	FI	167.638	585.457	4	6	251.493	536.998	251.44	633.907	167.696	682.257	83.743	633.848	83.846	537.025	167.59	488.675	251.493	536.998	2	4.835	5	1.971	3	2.086	3	101	0	FALSE	6	7.2	0	74.022	1	103040	103041	0	4	2	2	PP0(CE-)L1/C02_FO_1_2	PP0(CE-)L1/C02_FO_2_3	A	B	PP1(CE-)11_FO_1_2	PP1(CE-)9_FO_2_3	Ap	Ap	PPFO(CE-)X5_21	DAQ_2_6
34	1	4	5	FI	251.458	730.638	4	6	335.343	682.23	335.24	779.053	251.496	827.403	167.593	779.08	167.696	682.257	251.44	633.907	335.343	682.23	2	3.425	4	1.484	2	1.512	2	101	0	TRUE	6	7.2	0	71.008	1	104050	104051	0	4	2	2	PP0(CE-)L1/C02_FO_1_2	PP0(CE-)L1/C02_FO_2_3	A	B	PP1(CE-)11_FO_1_2	PP1(CE-)9_FO_2_3	Ap	Ap	PPFO(CE-)X5_21	DAQ_2_6
