plane,u,v,MB,hex_x,hex_y
27,3,0,0,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[-4.204140529930981, -9.008872564137812, -4.204140529930981, 5.40532353848269, 10.210055572689521, 5.40532353848269]"
27,3,1,0,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[10.296658113067963, 5.49192607886113, 10.296658113067963, 19.90612218148163, 24.710854215688464, 19.90612218148163]"
27,3,2,3,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[24.797456756066904, 19.99272472186007, 24.797456756066904, 34.40692082448057, 39.21165285868741, 34.40692082448057]"
27,3,3,4,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[39.29825539906585, 34.49352336485902, 39.29825539906585, 48.907719467479524, 53.71245150168635, 48.907719467479524]"
27,3,4,5,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[53.79905404206479, 48.99432200785796, 53.79905404206479, 63.40851811047846, 68.21325014468529, 63.40851811047846]"
27,3,5,5,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[68.29985268506373, 63.4951206508569, 68.29985268506373, 77.9093167534774, 82.71404878768423, 77.9093167534774]"
27,3,6,17,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[82.80065132806268, 77.99591929385585, 82.80065132806268, 92.41011539647636, 97.2148474306832, 92.41011539647636]"
27,3,7,17,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[97.30144997106163, 92.4967179368548, 97.30144997106163, 106.9109140394753, 111.71564607368214, 106.9109140394753]"
27,3,8,17,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[111.80224861406056, 106.99751657985372, 111.80224861406056, 121.41171268247423, 126.21644471668107, 121.41171268247423]"
27,3,9,17,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[126.30304725705949, 121.49831522285265, 126.30304725705949, 135.91251132547316, 140.71724335968, 135.91251132547316]"
27,3,10,17,"[26.553126666666667, 34.875166666666665, 43.197206666666666, 43.197206666666666, 34.875166666666665, 26.553126666666667]","[140.80384590005843, 135.9991138658516, 140.80384590005843, 150.4133099684721, 155.21804200267894, 150.4133099684721]"
27,4,0,0,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[-4.204140529930981, -9.008872564137812, -4.204140529930981, 5.40532353848269, 10.210055572689521, 5.40532353848269]"
27,4,1,1,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[10.296658113067963, 5.49192607886113, 10.296658113067963, 19.90612218148163, 24.710854215688464, 19.90612218148163]"
27,4,2,2,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[24.797456756066904, 19.99272472186007, 24.797456756066904, 34.40692082448057, 39.21165285868741, 34.40692082448057]"
27,4,3,3,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[39.29825539906585, 34.49352336485902, 39.29825539906585, 48.907719467479524, 53.71245150168635, 48.907719467479524]"
27,4,4,4,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[53.79905404206479, 48.99432200785796, 53.79905404206479, 63.40851811047846, 68.21325014468529, 63.40851811047846]"
27,4,5,5,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[68.29985268506373, 63.4951206508569, 68.29985268506373, 77.9093167534774, 82.71404878768423, 77.9093167534774]"
27,4,6,13,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[82.80065132806268, 77.99591929385585, 82.80065132806268, 92.41011539647636, 97.2148474306832, 92.41011539647636]"
27,4,7,15,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[97.30144997106163, 92.4967179368548, 97.30144997106163, 106.9109140394753, 111.71564607368214, 106.9109140394753]"
27,4,8,23,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[111.80224861406056, 106.99751657985372, 111.80224861406056, 121.41171268247423, 126.21644471668107, 121.41171268247423]"
27,4,9,23,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[126.30304725705949, 121.49831522285265, 126.30304725705949, 135.91251132547316, 140.71724335968, 135.91251132547316]"
27,4,10,23,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[140.80384590005843, 135.9991138658516, 140.80384590005843, 150.4133099684721, 155.21804200267894, 150.4133099684721]"
27,4,11,23,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[155.3046445430574, 150.49991250885057, 155.3046445430574, 164.91410861147108, 169.71884064567791, 164.91410861147108]"
27,5,0,8,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[-4.204140529930981, -9.008872564137812, -4.204140529930981, 5.40532353848269, 10.210055572689521, 5.40532353848269]"
27,5,1,1,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[10.296658113067963, 5.49192607886113, 10.296658113067963, 19.90612218148163, 24.710854215688464, 19.90612218148163]"
27,5,2,1,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[24.797456756066904, 19.99272472186007, 24.797456756066904, 34.40692082448057, 39.21165285868741, 34.40692082448057]"
27,5,3,2,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[39.29825539906585, 34.49352336485902, 39.29825539906585, 48.907719467479524, 53.71245150168635, 48.907719467479524]"
27,5,4,3,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[53.79905404206479, 48.99432200785796, 53.79905404206479, 63.40851811047846, 68.21325014468529, 63.40851811047846]"
27,5,5,9,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[68.29985268506373, 63.4951206508569, 68.29985268506373, 77.9093167534774, 82.71404878768423, 77.9093167534774]"
27,5,6,11,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[82.80065132806268, 77.99591929385585, 82.80065132806268, 92.41011539647636, 97.2148474306832, 92.41011539647636]"
27,5,7,13,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[97.30144997106163, 92.4967179368548, 97.30144997106163, 106.9109140394753, 111.71564607368214, 106.9109140394753]"
27,5,8,15,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[111.80224861406056, 106.99751657985372, 111.80224861406056, 121.41171268247423, 126.21644471668107, 121.41171268247423]"
27,5,9,25,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[126.30304725705949, 121.49831522285265, 126.30304725705949, 135.91251132547316, 140.71724335968, 135.91251132547316]"
27,5,10,23,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[140.80384590005843, 135.9991138658516, 140.80384590005843, 150.4133099684721, 155.21804200267894, 150.4133099684721]"
27,5,11,23,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[155.3046445430574, 150.49991250885057, 155.3046445430574, 164.91410861147108, 169.71884064567791, 164.91410861147108]"
27,6,0,8,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[-4.204140529930981, -9.008872564137812, -4.204140529930981, 5.40532353848269, 10.210055572689521, 5.40532353848269]"
27,6,1,10,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[10.296658113067963, 5.49192607886113, 10.296658113067963, 19.90612218148163, 24.710854215688464, 19.90612218148163]"
27,6,2,12,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[24.797456756066904, 19.99272472186007, 24.797456756066904, 34.40692082448057, 39.21165285868741, 34.40692082448057]"
27,6,3,16,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[39.29825539906585, 34.49352336485902, 39.29825539906585, 48.907719467479524, 53.71245150168635, 48.907719467479524]"
27,6,4,18,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[53.79905404206479, 48.99432200785796, 53.79905404206479, 63.40851811047846, 68.21325014468529, 63.40851811047846]"
27,6,5,20,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[68.29985268506373, 63.4951206508569, 68.29985268506373, 77.9093167534774, 82.71404878768423, 77.9093167534774]"
27,6,6,9,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[82.80065132806268, 77.99591929385585, 82.80065132806268, 92.41011539647636, 97.2148474306832, 92.41011539647636]"
27,6,7,11,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[97.30144997106163, 92.4967179368548, 97.30144997106163, 106.9109140394753, 111.71564607368214, 106.9109140394753]"
27,6,8,13,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[111.80224861406056, 106.99751657985372, 111.80224861406056, 121.41171268247423, 126.21644471668107, 121.41171268247423]"
27,6,9,15,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[126.30304725705949, 121.49831522285265, 126.30304725705949, 135.91251132547316, 140.71724335968, 135.91251132547316]"
27,6,10,25,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[140.80384590005843, 135.9991138658516, 140.80384590005843, 150.4133099684721, 155.21804200267894, 150.4133099684721]"
27,6,11,25,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[155.3046445430574, 150.49991250885057, 155.3046445430574, 164.91410861147108, 169.71884064567791, 164.91410861147108]"
27,7,0,8,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[-4.204140529930981, -9.008872564137812, -4.204140529930981, 5.40532353848269, 10.210055572689521, 5.40532353848269]"
27,7,1,10,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[10.296658113067963, 5.49192607886113, 10.296658113067963, 19.90612218148163, 24.710854215688464, 19.90612218148163]"
27,7,2,12,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[24.797456756066904, 19.99272472186007, 24.797456756066904, 34.40692082448057, 39.21165285868741, 34.40692082448057]"
27,7,3,14,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[39.29825539906585, 34.49352336485902, 39.29825539906585, 48.907719467479524, 53.71245150168635, 48.907719467479524]"
27,7,4,16,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[53.79905404206479, 48.99432200785796, 53.79905404206479, 63.40851811047846, 68.21325014468529, 63.40851811047846]"
27,7,5,18,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[68.29985268506373, 63.4951206508569, 68.29985268506373, 77.9093167534774, 82.71404878768423, 77.9093167534774]"
27,7,6,20,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[82.80065132806268, 77.99591929385585, 82.80065132806268, 92.41011539647636, 97.2148474306832, 92.41011539647636]"
27,7,7,9,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[97.30144997106163, 92.4967179368548, 97.30144997106163, 106.9109140394753, 111.71564607368214, 106.9109140394753]"
27,7,8,11,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[111.80224861406056, 106.99751657985372, 111.80224861406056, 121.41171268247423, 126.21644471668107, 121.41171268247423]"
27,7,9,13,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[126.30304725705949, 121.49831522285265, 126.30304725705949, 135.91251132547316, 140.71724335968, 135.91251132547316]"
27,7,10,15,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[140.80384590005843, 135.9991138658516, 140.80384590005843, 150.4133099684721, 155.21804200267894, 150.4133099684721]"
27,7,11,25,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[155.3046445430574, 150.49991250885057, 155.3046445430574, 164.91410861147108, 169.71884064567791, 164.91410861147108]"
27,8,0,8,"[-140.88767333333334, -132.56563333333332, -124.24359333333334, -124.24359333333334, -132.56563333333332, -140.88767333333334]","[-4.204140529930981, -9.008872564137812, -4.204140529930981, 5.40532353848269, 10.210055572689521, 5.40532353848269]"
27,8,1,10,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[10.296658113067963, 5.49192607886113, 10.296658113067963, 19.90612218148163, 24.710854215688464, 19.90612218148163]"
27,8,2,12,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[24.797456756066904, 19.99272472186007, 24.797456756066904, 34.40692082448057, 39.21165285868741, 34.40692082448057]"
27,8,3,14,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[39.29825539906585, 34.49352336485902, 39.29825539906585, 48.907719467479524, 53.71245150168635, 48.907719467479524]"
27,8,4,22,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[53.79905404206479, 48.99432200785796, 53.79905404206479, 63.40851811047846, 68.21325014468529, 63.40851811047846]"
27,8,5,16,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[68.29985268506373, 63.4951206508569, 68.29985268506373, 77.9093167534774, 82.71404878768423, 77.9093167534774]"
27,8,6,18,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[82.80065132806268, 77.99591929385585, 82.80065132806268, 92.41011539647636, 97.2148474306832, 92.41011539647636]"
27,8,7,20,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[97.30144997106163, 92.4967179368548, 97.30144997106163, 106.9109140394753, 111.71564607368214, 106.9109140394753]"
27,8,8,9,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[111.80224861406056, 106.99751657985372, 111.80224861406056, 121.41171268247423, 126.21644471668107, 121.41171268247423]"
27,8,9,11,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[126.30304725705949, 121.49831522285265, 126.30304725705949, 135.91251132547316, 140.71724335968, 135.91251132547316]"
27,8,10,13,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[140.80384590005843, 135.9991138658516, 140.80384590005843, 150.4133099684721, 155.21804200267894, 150.4133099684721]"
27,9,1,10,"[-149.25971333333334, -140.93767333333332, -132.61563333333334, -132.61563333333334, -140.93767333333332, -149.25971333333334]","[10.296658113067963, 5.49192607886113, 10.296658113067963, 19.90612218148163, 24.710854215688464, 19.90612218148163]"
27,9,2,12,"[-140.88767333333334, -132.56563333333332, -124.24359333333334, -124.24359333333334, -132.56563333333332, -140.88767333333334]","[24.797456756066904, 19.99272472186007, 24.797456756066904, 34.40692082448057, 39.21165285868741, 34.40692082448057]"
27,9,3,14,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[39.29825539906585, 34.49352336485902, 39.29825539906585, 48.907719467479524, 53.71245150168635, 48.907719467479524]"
27,9,4,24,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[53.79905404206479, 48.99432200785796, 53.79905404206479, 63.40851811047846, 68.21325014468529, 63.40851811047846]"
27,9,5,22,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[68.29985268506373, 63.4951206508569, 68.29985268506373, 77.9093167534774, 82.71404878768423, 77.9093167534774]"
27,9,6,16,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[82.80065132806268, 77.99591929385585, 82.80065132806268, 92.41011539647636, 97.2148474306832, 92.41011539647636]"
27,9,7,18,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[97.30144997106163, 92.4967179368548, 97.30144997106163, 106.9109140394753, 111.71564607368214, 106.9109140394753]"
27,9,8,20,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[111.80224861406056, 106.99751657985372, 111.80224861406056, 121.41171268247423, 126.21644471668107, 121.41171268247423]"
27,9,10,11,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[140.80384590005843, 135.9991138658516, 140.80384590005843, 150.4133099684721, 155.21804200267894, 150.4133099684721]"
27,10,1,10,"[-166.00379333333333, -157.68175333333332, -149.35971333333333, -149.35971333333333, -157.68175333333332, -166.00379333333333]","[10.296658113067963, 5.49192607886113, 10.296658113067963, 19.90612218148163, 24.710854215688464, 19.90612218148163]"
27,10,2,12,"[-157.63175333333334, -149.30971333333332, -140.98767333333333, -140.98767333333333, -149.30971333333332, -157.63175333333334]","[24.797456756066904, 19.99272472186007, 24.797456756066904, 34.40692082448057, 39.21165285868741, 34.40692082448057]"
27,10,3,14,"[-149.25971333333334, -140.93767333333332, -132.61563333333334, -132.61563333333334, -140.93767333333332, -149.25971333333334]","[39.29825539906585, 34.49352336485902, 39.29825539906585, 48.907719467479524, 53.71245150168635, 48.907719467479524]"
27,10,4,24,"[-140.88767333333334, -132.56563333333332, -124.24359333333334, -124.24359333333334, -132.56563333333332, -140.88767333333334]","[53.79905404206479, 48.99432200785796, 53.79905404206479, 63.40851811047846, 68.21325014468529, 63.40851811047846]"
27,10,5,22,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[68.29985268506373, 63.4951206508569, 68.29985268506373, 77.9093167534774, 82.71404878768423, 77.9093167534774]"
27,10,6,22,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[82.80065132806268, 77.99591929385585, 82.80065132806268, 92.41011539647636, 97.2148474306832, 92.41011539647636]"
27,10,7,16,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[97.30144997106163, 92.4967179368548, 97.30144997106163, 106.9109140394753, 111.71564607368214, 106.9109140394753]"
27,10,8,18,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[111.80224861406056, 106.99751657985372, 111.80224861406056, 121.41171268247423, 126.21644471668107, 121.41171268247423]"
27,10,9,20,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[126.30304725705949, 121.49831522285265, 126.30304725705949, 135.91251132547316, 140.71724335968, 135.91251132547316]"
27,11,4,24,"[-157.63175333333334, -149.30971333333332, -140.98767333333333, -140.98767333333333, -149.30971333333332, -157.63175333333334]","[53.79905404206479, 48.99432200785796, 53.79905404206479, 63.40851811047846, 68.21325014468529, 63.40851811047846]"
27,11,5,24,"[-149.25971333333334, -140.93767333333332, -132.61563333333334, -132.61563333333334, -140.93767333333332, -149.25971333333334]","[68.29985268506373, 63.4951206508569, 68.29985268506373, 77.9093167534774, 82.71404878768423, 77.9093167534774]"
27,11,6,22,"[-140.88767333333334, -132.56563333333332, -124.24359333333334, -124.24359333333334, -132.56563333333332, -140.88767333333334]","[82.80065132806268, 77.99591929385585, 82.80065132806268, 92.41011539647636, 97.2148474306832, 92.41011539647636]"
27,11,7,22,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[97.30144997106163, 92.4967179368548, 97.30144997106163, 106.9109140394753, 111.71564607368214, 106.9109140394753]"
29,1,3,7,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
29,1,4,7,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
29,1,5,7,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
29,1,6,21,"[26.553126666666667, 34.875166666666665, 43.197206666666666, 43.197206666666666, 34.875166666666665, 26.553126666666667]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
29,1,7,21,"[34.92516666666667, 43.24720666666666, 51.569246666666665, 51.569246666666665, 43.24720666666666, 34.92516666666667]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
29,1,8,21,"[43.29720666666667, 51.61924666666667, 59.94128666666667, 59.94128666666667, 51.61924666666667, 43.29720666666667]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
29,1,9,21,"[51.669246666666666, 59.99128666666667, 68.31332666666667, 68.31332666666667, 59.99128666666667, 51.669246666666666]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
29,1,10,21,"[60.041286666666664, 68.36332666666667, 76.68536666666667, 76.68536666666667, 68.36332666666667, 60.041286666666664]","[150.32706890861013, 145.5223368744033, 150.32706890861013, 159.9365329770238, 164.74126501123064, 159.9365329770238]"
29,2,0,0,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
29,2,2,4,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
29,2,3,4,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
29,2,4,6,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
29,2,5,6,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
29,2,6,19,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
29,2,7,19,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
29,2,8,19,"[26.553126666666667, 34.875166666666665, 43.197206666666666, 43.197206666666666, 34.875166666666665, 26.553126666666667]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
29,2,9,19,"[34.92516666666667, 43.24720666666666, 51.569246666666665, 51.569246666666665, 43.24720666666666, 34.92516666666667]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
29,2,10,19,"[43.29720666666667, 51.61924666666667, 59.94128666666667, 59.94128666666667, 51.61924666666667, 43.29720666666667]","[150.32706890861013, 145.5223368744033, 150.32706890861013, 159.9365329770238, 164.74126501123064, 159.9365329770238]"
29,3,0,0,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
29,3,1,0,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
29,3,2,3,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
29,3,3,4,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
29,3,4,5,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
