plane,u,v,MB,hex_x,hex_y
29,3,5,5,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
29,3,6,17,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
29,3,7,17,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
29,3,8,17,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
29,3,9,17,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
29,3,10,17,"[26.553126666666667, 34.875166666666665, 43.197206666666666, 43.197206666666666, 34.875166666666665, 26.553126666666667]","[150.32706890861013, 145.5223368744033, 150.32706890861013, 159.9365329770238, 164.74126501123064, 159.9365329770238]"
29,3,11,17,"[34.92516666666667, 43.24720666666666, 51.569246666666665, 51.569246666666665, 43.24720666666666, 34.92516666666667]","[164.8278675516091, 160.02313551740227, 164.8278675516091, 174.43733162002277, 179.2420636542296, 174.43733162002277]"
29,4,0,0,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
29,4,1,1,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
29,4,2,2,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
29,4,3,3,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
29,4,4,4,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
29,4,5,5,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
29,4,6,13,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
29,4,7,15,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
29,4,8,23,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
29,4,9,23,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
29,4,10,23,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[150.32706890861013, 145.5223368744033, 150.32706890861013, 159.9365329770238, 164.74126501123064, 159.9365329770238]"
29,4,11,23,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[164.8278675516091, 160.02313551740227, 164.8278675516091, 174.43733162002277, 179.2420636542296, 174.43733162002277]"
29,5,0,8,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
29,5,1,1,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
29,5,2,1,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
29,5,3,2,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
29,5,4,3,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
29,5,5,9,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
29,5,6,11,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
29,5,7,13,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
29,5,8,15,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
29,5,9,25,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
29,5,10,23,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[150.32706890861013, 145.5223368744033, 150.32706890861013, 159.9365329770238, 164.74126501123064, 159.9365329770238]"
29,5,11,23,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[164.8278675516091, 160.02313551740227, 164.8278675516091, 174.43733162002277, 179.2420636542296, 174.43733162002277]"
29,6,0,8,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
29,6,1,10,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
29,6,2,12,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
29,6,3,16,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
29,6,4,18,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
29,6,5,20,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
29,6,6,9,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
29,6,7,11,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
29,6,8,13,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
29,6,9,15,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
29,6,10,25,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[150.32706890861013, 145.5223368744033, 150.32706890861013, 159.9365329770238, 164.74126501123064, 159.9365329770238]"
29,6,11,25,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[164.8278675516091, 160.02313551740227, 164.8278675516091, 174.43733162002277, 179.2420636542296, 174.43733162002277]"
29,7,0,8,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
29,7,1,10,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
29,7,2,12,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
29,7,3,14,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
29,7,4,16,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
29,7,5,18,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
29,7,6,20,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
29,7,7,9,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
29,7,8,11,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
29,7,9,13,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
29,7,10,15,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[150.32706890861013, 145.5223368744033, 150.32706890861013, 159.9365329770238, 164.74126501123064, 159.9365329770238]"
29,7,11,25,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[164.8278675516091, 160.02313551740227, 164.8278675516091, 174.43733162002277, 179.2420636542296, 174.43733162002277]"
29,8,0,8,"[-140.88767333333334, -132.56563333333332, -124.24359333333334, -124.24359333333334, -132.56563333333332, -140.88767333333334]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
29,8,1,10,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
29,8,2,12,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
29,8,3,14,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
29,8,4,22,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
29,8,5,16,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
29,8,6,18,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
29,8,7,20,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
